Landfill_ID,Landfill_Name,Landfill_Alias,State,City,County,Zipcode,Latitude,Longitude,Ownership_Type,Year_opened,Landfill_Closure_Year,Status,Current_Area,Current_Depth,Design_Capacity_tons,Waste_in_Place_tons,Annual_waste_acceptance_rate_tons
217,Monterey Peninsula SLF,Marina LF; Monterey R.W.M.D. LF,CA,Marina,Monterey,93933.0,36.71333,-121.76666999999999,Public,1966.0,2132.0,Open,113.6,120.0,56885736.0,12435937.0,667199.0
1687,Outagamie County LF,Appleton Landfill,WI,Appleton,Outagamie,54911.0,44.2872,-88.3487,Public,1975.0,2023.0,Open,130.4,,13133593.0,12222142.0,724501.0
11822,City of Edinburg Landfill,Edinburg Regional Sanitary Type 1 Landfill,TX,Edinburg,Hidalgo,78539.0,26.397651,-98.12547099999999,Public,1977.0,2044.0,Open,148.0,,,12221415.0,646826.0
730,EBR Parish North Landfill,North Landfill; East Baton Rouge Parish LF; EBR North Landfill,LA,Zachary,East Baton Rouge,70791.0,30.599,-91.234,Public,1993.0,2032.0,Open,100.0,180.0,24404049.0,12087314.0,601536.0
12101,Fort Bend Regional Landfill,,TX,Needville,Fort Bend,77461.0,29.3965,-95.7259,Private,2004.0,2040.0,Open,74.7,185.0,30893666.0,11725348.0,1258482.0
12201,121 Regional Disposal Facility,,TX,Melissa,Collin,75454.0,33.295432,-96.518814,Public,2004.0,2056.0,Open,89.4,,94356933.0,11704886.0,1013426.0
1298,Seneca Landfill Inc.,,PA,Evans City,Butler,16033.0,40.8117,-80.0783,Private,1965.0,2023.0,Open,24.0,,,11618297.0,606023.0
1571,Maplewood Recycling & Waste Disposal,Chambers Maplewood RDF; Amelia Landfill,VA,Jetersville,Amelia,23083.0,37.306999999999995,-78.0634,Private,1993.0,2147.0,Open,113.0,,40655766.0,11433197.0,711795.0
2315,Prairie View RDF,,IL,Wilmington,Will,60481.0,41.34,-88.13,Public,2004.0,2036.0,Open,108.4,,24161285.0,11324812.0,814630.0
476,Land & Lakes #1 and #2,138th Street Landfill,IL,Park Ridge,Cook,60068.0,41.644648,-87.59333000000001,Private,1971.0,1993.0,Closed,,,,11183620.0,617613.0
1485,IESI Turkey Creek Landfill,,TX,Alvarado,Johnson,76009.0,32.3562,-97.20200000000001,Private,1983.0,2030.0,Open,122.0,110.0,14846041.0,11022493.0,654003.0
1738,North Weld SLF,,CO,Ault,Weld,80610.0,40.58217,-104.83176999999999,Private,1992.0,2047.0,Open,91.1,,38112336.0,11014677.0,813757.0
20711,Tunnel Hill Reclamation Landfill,,OH,New Lexington,Perry,43764.0,39.735838,-82.158251,Private,2007.0,2031.0,Open,49.0,,29166888.0,10636993.0,1531388.0
550,Deercroft RDF,Deercroft LF,IN,Michigan City,LaPorte,46360.0,41.651379999999996,-86.9031,Private,1979.0,2002.0,Closed,110.0,88.0,10602815.0,10602806.0,842163.0
2126,Union County Regional MSW Landfill,Upstate Regional LF,SC,Enoree,Union,29335.0,34.6125,-81.821,Private,2002.0,2093.0,Open,64.3,,80074194.0,10230654.0,730413.0
47,Antelope Valley Recycling and Disposal Facility,,CA,Palmdale,Los Angeles,93551.0,34.567679999999996,-118.14993999999999,Private,1958.0,2032.0,Open,82.7,147.0,23693955.0,10115687.0,764180.0
1411,Meadow Branch Landfill,Mine Road LF; Environmental Trust,TN,Athens,McMinn,37303.0,35.4828,-84.681,Private,1980.0,2032.0,Open,64.0,,21911258.0,9912013.0,888386.0
1240,Wasco County Landfill,The Dalles Landfill; Northern Wasco County LF; Wasco Landfill,OR,The Dalles,Wasco,97058.0,45.56129,-121.14088999999998,Private,1973.0,2107.0,Open,69.6,,18373145.0,9893480.0,830542.0
478,Paxton LF Corporation #2,,IL,Chicago,Cook,,41.681670000000004,-87.57284,Unknown,1976.0,1992.0,Closed,,,,9766782.0,684832.0
2290,"Courtney Ridge Landfill, LLC",Courtney Ridge RDF,MO,Sugar Creek,Jackson,64050.0,39.141087,-94.388472,Private,1996.0,2039.0,Open,94.4,129.0,22795808.0,9705357.0,684841.0
962,Kingsland Landfill,Bergen County LF; Kingsland Park Sanitary LF,NJ,North Arlington,Bergen,7031.0,40.784,-74.113,Public,1960.0,1988.0,Closed,166.0,70.0,,9700000.0,1300000.0
11240,Juniper Ridge Landfill,West Old Town Landfill (WOTL),ME,Old Town,Penobscot,4468.0,44.9813,-68.7247,Public,1997.0,2030.0,Open,47.2,100.0,16868250.0,9638333.0,818599.0
20698,Cedar Trail Landfill (CTL),Cedar Trail Class I and Class III Landfills,FL,Bartow,Polk,33830.0,27.89808,-81.884525,Private,1993.0,2032.0,Open,108.6,,13503834.0,9599395.0,672009.0
12142,American Environmental Landfill,Shell Creek Landfill,OK,Sand Springs,Osage,74063.0,36.158803000000006,-96.19053199999999,Private,1981.0,2047.0,Open,58.8,,14959047.0,9280099.0,644949.0
20759,Cowlitz County Headquarters Landfill,,WA,Castle Rock,Cowlitz,98611.0,46.248725,-122.77810900000001,Public,1993.0,2120.0,Open,,,53367110.0,8968176.0,766347.0
489,K & H Disposal Landfill,E.D.C. Donovan,IL,Donovan,Iroquois,60931.0,40.8833,-87.6161,Private,1974.0,1993.0,Closed,,,,8887255.0,679972.0
2073,Dry Creek Landfill,,OR,Eagle Point,Jackson,97524.0,42.382,-122.773,Private,1974.0,2112.0,Open,60.0,,76698382.0,8139716.0,611610.0
1745,Butler County Landfill Inc.,,NE,David City,Butler,68632.0,41.2613,-97.0423,Private,1986.0,2022.0,Open,58.2,,,7790728.0,638002.0
51,Austin Road Landfill,,CA,Manteca,San Joaquin,95336.0,37.7795,-121.1767,Private,1954.0,,Closed,,35.0,30624000.0,7354000.0,1232753.0
54,Recology Hay Road LF,"B&J Drop Box SLF Inc.; Hay Road Landfill, Inc.",CA,Vacaville,Solano,95687.0,38.31497,-121.83164,Private,1964.0,2056.0,Open,122.8,,20391489.0,7266401.0,642017.0
1976,Recology Ostrom Road LF,,CA,Wheatland,Yuba,95692.0,39.071709999999996,-121.3925,Private,1995.0,2084.0,Open,68.1,,27629965.0,7138726.0,2055134.0
2424,Anson County Waste Management Facility,Chambers Development MSWLF,NC,Polkton,Anson,28135.0,34.973,-80.257,Private,2000.0,2031.0,Open,40.4,,16219527.0,7105679.0,837016.0
20794,North Miramar SLF,,CA,San Diego,San Diego,92111.0,32.856,-117.162,Public,1973.0,1983.0,Closed,,,6901184.0,6901184.0,627380.0
220,Neal Road Recycling and Waste Facility,Neal Road LF,CA,Paradise,Butte,95969.0,39.67425,-121.72928999999999,Public,1970.0,2047.0,Open,98.0,,11697222.0,6856794.0,806279.0
10404,"Wolf Creek Landfill, LLC",,GA,Dry Branch,Twiggs,31020.0,32.770534999999995,-83.437873,Private,1992.0,2026.0,Open,48.3,,13122931.0,6413435.0,640841.0
829,Central Missouri SLF,Sedalia Landfill,MO,Sedalia,Pettis,65301.0,38.7253,-93.287,Private,1972.0,2043.0,Open,51.4,60.0,11737469.0,6115066.0,612455.0
944,HMDC 1-A LF,MSLA 1-A LF,NJ,Kearny,Hudson,,40.784,-74.113,Public,1950.0,1984.0,Closed,,,,5998800.0,1350000.0
10141,Mission Canyon Landfill,Mission Canyon #1-3,CA,Los Angeles,Los Angeles,90049.0,34.1102,-118.4824,Public,1960.0,1965.0,Closed,110.0,104.0,5300000.0,5300000.0,1060000.0
45,Anderson Landfill,Anderson Solid Waste Disposal Site,CA,Anderson,Shasta,96007.0,40.45,-122.28333400000001,Private,1977.0,2079.0,Open,76.2,,16367311.0,5023094.0,832456.0
20699,Turkey Run Landfill,,GA,Hogansville,Meriwether,30230.0,33.163696,-84.848925,Private,2010.0,2063.0,Open,35.4,,28845477.0,4390210.0,766026.0
477,Land & Lakes #3,Harborview Landfill,IL,Chicago,Cook,60633.0,41.6737,-87.5732,Private,1977.0,1998.0,Closed,69.0,,15000000.0,3307390.0,636050.0
20758,A.C.M.S. Inc.,Heart of Florida Environmental,FL,Lake Panasoffkee,Sumter,33585.0,28.743151,-82.09165300000001,Private,2013.0,2025.0,Open,,,8041830.0,3059540.0,1047276.0
488,Illinois Waste Systems Landfill,E.D.C. Milford,IL,Milford,Iroquois,60953.0,,,Private,1975.0,1993.0,Closed,,,,1900000.0,731671.0
959,Kearny MSLA 1-D Landfill,MSLA 1-D LF,NJ,Kearny,Hudson,,40.750855,-74.10976,Public,1950.0,1982.0,Closed,,,10594016.0,,1002273.0
10360,Fountain Avenue LF,,NY,Brooklyn,Kings,11208.0,40.65549,-73.86208,Public,1961.0,1985.0,Closed,297.0,,18720000.0,,944200.0
10361,Pelham Bay LF,,NY,Bronx,Bronx,,40.8563889,-73.81444444,Public,1963.0,1978.0,Closed,81.0,,10816000.0,,676000.0
