,name,country,category,lat,lng
364,TAFAIGATA LANDFILL,Samoa,Sanitary Landfills,-13.83975714,-171.8433997
365,TAPUHIA LANDFILL,Tonga,Sanitary Landfills,-21.18421169,-175.1875377
366,SHARRA LANDFILL,Albania,Sanitary Landfills,41.2967919100556,19.7607618570327
367,GHABAWI,Jordan,Sanitary Landfills,31.93380812656,36.18673324585
368,BELROSE LANDFILL,Australia,Sanitary Landfills,-33.7163785313318,151.208669543266
369,LUCAS HEIGHTS,Australia,Sanitary Landfills,-34.0400359733186,150.967651605606
370,WALLGROVE ROAD LANDFILL,Australia,Sanitary Landfills,-33.8143425896753,150.863257348537
371,JACK'S GULLY LANDFILL,Australia,Sanitary Landfills,-34.073727,150.747469
372,WOODLAWN LANDFILL,Australia,Sanitary Landfills,-35.0624604798583,149.570531845092
373,BATHURST SERVICE CENTRE,Australia,Sanitary Landfills,-33.9609555971636,150.908440500497
374,NAMMOONA LANDFILL FACILITY,Australia,Sanitary Landfills,-28.8244760250769,153.025855422019
375,DENILIQUIN WASTE DEPOT,Australia,Sanitary Landfills,-35.4903850736084,144.95143264532
376,GOULBURN LANDFILL,Australia,Sanitary Landfills,-34.7530419249251,149.756234586238
377,THARBOGANG WASTE DISPOSAL FACILITY,Australia,Sanitary Landfills,-34.2290881962575,145.977074503898
378,MURRUMBATEMAN LANDFILL,Australia,Sanitary Landfills,-34.9922810578212,148.99306833744
379,GREGADOO WASTE MANAGEMENT CENTRE,Australia,Sanitary Landfills,-35.2101248785723,147.381312847137
380,WEST WYALONG LANDFILL,Australia,Sanitary Landfills,-33.905666,147.210557
381,BLAXLAND LANDFILL,Australia,Sanitary Landfills,-33.7339674376752,150.613213777542
382,ELIZABETH DRIVE LANDFILL,Australia,Sanitary Landfills,-33.863731,150.758192
383,KIMBRIKI RESOURCE RECOVERY CENTRE,Australia,Sanitary Landfills,-33.6874737705703,151.231023073196
384,STOTTS CREEK LANDFILL,Australia,Sanitary Landfills,-28.29372493932,153.494861125946
385,GRAFTON LANDFILL,Australia,Sanitary Landfills,-29.7658954521866,152.919291257858
386,WYRALLAH ROAD WASTE FACILITY,Australia,Sanitary Landfills,-28.8437433025457,153.28285396099
387,MYOCUM LANDFILL,Australia,Sanitary Landfills,-28.5903155500695,153.512676358222
388,NAMBUCCA LANDFILL,Australia,Sanitary Landfills,-30.6512270374433,152.960758209228
389,TUNCURRY LANDFILL,Australia,Sanitary Landfills,-32.124780466364534,152.4954056739807
390,AWABA LANDFILL,Australia,Sanitary Landfills,-33.0240291605019,151.552539467811
391,BULAHDELAH LANDFILL,Australia,Sanitary Landfills,-32.38852791782764,152.22059726715088
392,CESSNOCK LANDFILL,Australia,Sanitary Landfills,-32.8202936307583,151.389423608779
393,BUTTONDERRY WASTE MANAGEMENT FACILITY,Australia,Sanitary Landfills,-33.2069244085618,151.426754593849
394,MUSWELLBROOK LANDFILL,Australia,Sanitary Landfills,-32.2580405970516,150.91484427452
395,NEWLINE ROAD LANDFILL,Australia,Sanitary Landfills,-32.7295101062363,151.756502687931
396,SINGLETON LANDFILL,Australia,Sanitary Landfills,-32.551283007634,151.206523776054
397,STROUD LANDFILL,Australia,Sanitary Landfills,-32.4138487920465,151.986955404281
398,THE BUCKETS WAY LANDFILL,Australia,Sanitary Landfills,-31.9461879948015,152.433159649372
399,TEA GARDENS LANDFILL,Australia,Sanitary Landfills,-32.6481831350306,152.141842246055
400,WOY WOY WASTE MANAGEMENT FACILITY,Australia,Sanitary Landfills,-33.5099118880771,151.291603446006
401,HERNANI LANDFILL,Australia,Sanitary Landfills,-30.2905424753805,152.465670704841
402,CRESCENT HEAD ROAD LANDFILL,Australia,Sanitary Landfills,-31.1301646591523,152.877781391143
403,CENTRE D ENFOUISSEMENT TECHNIQUE DE NOUAKCHOTT,Mauritania,Sanitary Landfills,17.9952162781482,-15.7643526225372
404,GROUPEMENT DRAA BEN KHEDDA ET TIRMITINE,Algeria,Sanitary Landfills,36.7061281195429,4.01238560453372
405,OUACIF,Algeria,Sanitary Landfills,36.5292188008321,4.20152218165354
406,CET CHLEF,Algeria,Sanitary Landfills,36.12217687527592,1.2829392994308408
407,CET STAOUELI,Algeria,Sanitary Landfills,36.73498288414820,2.90092251733553
408,CET JIJEL,Algeria,Sanitary Landfills,36.7770124629107,5.752640087956591
409,CET BERKA ZERGA,Algeria,Sanitary Landfills,36.81471486696950,7.63236645459822
410,GROUPEMENT DE SIDI BEL ABBES,Algeria,Sanitary Landfills,35.20372116958616,-0.5840047940071202
411,CET GROUPEMENT ORAN OUEST,Algeria,Sanitary Landfills,35.680314066090645,-0.9006395593826344
412,CET EL OUTAYA,Algeria,Sanitary Landfills,34.91164569579588,5.662313972963711
413,CET M'SILA,Algeria,Sanitary Landfills,35.7553972,4.5060194
414,CET-RAS BOUIRA,Algeria,Sanitary Landfills,36.35562286015971,3.930341369884887
415,CET TEBESSA,Algeria,Sanitary Landfills,35.37087101910452,8.185435946804759
416,CET CHREA WILAYA DE TEBESSA,Algeria,Sanitary Landfills,35.2681699045997,7.672914654016507
417,GROUPEMENT KOUDIAT  ASFOUR (W. BATNA),Algeria,Sanitary Landfills,35.51368562667598,6.118351208451034
418,CET EL TARF,Algeria,Sanitary Landfills,36.723340542432105,8.298568283550262
419,CET SOUMAA (W. BLIDA),Algeria,Sanitary Landfills,36.5292461054496,2.949865925794924
420,CET TISSEMSILT,Algeria,Sanitary Landfills,35.5995617941188,1.8505972400128143
421,CET BAGHAI (W. KHENCHELA),Algeria,Sanitary Landfills,35.49774049229987,7.126334018282234
422,CET SIDI RACHED (W. TIPAZA),Algeria,Sanitary Landfills,36.57194368016771,2.5101975756881467
423,CET OULED BOUHALOUF (W. MILA),Algeria,Sanitary Landfills,36.404430396551696,6.223228781795589
424,CET MECHRIA (W. NAAMA),Algeria,Sanitary Landfills,33.44031656758933,-0.271587013086676
425,CET SIDI HAIDER (W. SETIF),Algeria,Sanitary Landfills,36.23819856114145,5.477208432337979
426,CET VALLEE DU M'ZAB (GHARDAIA),Algeria,Sanitary Landfills,32.56666473563456,3.705450363281999
427,CET RELIZANE,Algeria,Sanitary Landfills,35.795837755475794,0.7160996317825186
428,CET BARAL SALAH (SOUK AHRAS),Algeria,Sanitary Landfills,36.276617317235385,7.996673966578651
429,CET DJELFA,Algeria,Sanitary Landfills,34.56955214729805,3.253912065589941
430,OUARGLA LANDFILL,Algeria,Sanitary Landfills,32.031304216873124,5.263076666502813
431,CET BOUSSAADA,Algeria,Sanitary Landfills,35.18043197854451,4.178349661029883
432,CET AIN TAGHROUT (W. BORDJ BOU ARRERIRDJ),Algeria,Sanitary Landfills,36.16633256350683,5.073873997436524
433,CET BOUGUERGUER (W. GUELMA),Algeria,Sanitary Landfills,36.48736989925105,7.47035260200505
434,BEJAIA LANDFILL,Algeria,Sanitary Landfills,36.72413390608086,5.014008475918561
435,"GROUPEMENT MESSAD, DELDOUL (W. DJELFA)",Algeria,Sanitary Landfills,34.13522931780581,3.504069824050915
436,GROUPEMENT HAMADIA-MEHDIA (W. TIARET),Algeria,Sanitary Landfills,35.45045898475050,1.86553132674906
437,CET DRAA EL MIZAN (W. TIZI OUZOU),Algeria,Sanitary Landfills,36.571942266502425,3.8599277140167487
438,ZEF ZEF (SKIKDA),Algeria,Sanitary Landfills,36.83563652893390,6.90941908110359
439,OUED SMAR,Algeria,Sanitary Landfills,36.69904342594450,3.15570276242669
440,CET HAMICI,Algeria,Sanitary Landfills,36.6637743151946,2.8264441897354
441,CET CORSO- BOUMERDES,Algeria,Sanitary Landfills,36.7239235201834,3.45116267542423
442,LAREDO LANDFILL,Mexico,Sanitary Landfills,27.5424240923436,-99.5830753234451
443,MORELIA LANDFILL,Mexico,Sanitary Landfills,19.6945318289205,-101.35090649597
444,QUERETARO LANDFILL,Mexico,Sanitary Landfills,20.677061032852247,-100.49251572394178
445,NAUCALPAN LANDFILL,Mexico,Sanitary Landfills,19.49515527248290,-99.3004355436924
446,TUXTLA GUTIERREZ LANDFILL,Mexico,Sanitary Landfills,16.6666235571256,-93.1964147536277
447,COMALCALCO LANDFILL,Mexico,Sanitary Landfills,18.228747138547195,-93.25015268427506
448,TRIPOLI CONTROLLED DUMP,Lebanon,Sanitary Landfills,34.45608519,35.83925119
449,KRUSEVAC LANDFILL,Serbia,Sanitary Landfills,43.647778,21.283889
450,RUSSELL LANDFILL,New Zealand,Sanitary Landfills,-35.266979068864906,174.1329638287425
451,AHIPARA LANDFILL,New Zealand,Sanitary Landfills,-35.15378513092615,173.17280810326338
452,REDVALE LANDFILL,New Zealand,Sanitary Landfills,-36.65822135223094,174.62694089859724
453,WHITFORD LANDFILL,New Zealand,Sanitary Landfills,-36.938986393122484,174.99271474778652
454,HAMPTON DOWNS LANDFILL,New Zealand,Sanitary Landfills,-37.37133543566286,175.0593837350607
455,TIROHIA LANDFILL,New Zealand,Sanitary Landfills,-37.43538318695419,175.66044967621565
456,TOKOROA LANDFILL,New Zealand,Sanitary Landfills,-38.20398491307533,175.88973563164473
457,ROTORUA DISTRICT SANITARY LANDFILL,New Zealand,Sanitary Landfills,-38.18770545784514,176.23051330447197
458,CLARIS LANDFILL,New Zealand,Sanitary Landfills,-36.2330504492817,175.45892994850874
459,BURMA ROAD LANDFILL,New Zealand,Sanitary Landfills,-37.96944118432832,177.02099483460188
460,WAITOMO DISTRICT LANDFILL,New Zealand,Sanitary Landfills,-38.32884916039019,175.1823791116476
461,WAIAPU LANDFILL,New Zealand,Sanitary Landfills,-37.8875136264253,178.2883139513433
462,COLSON ROAD LANDFILL,New Zealand,Sanitary Landfills,-39.058109386579495,174.12337224930525
463,RUAPEHU DISTRICT LANDFILL,New Zealand,Sanitary Landfills,-38.86098980015082,175.2420787140727
464,BROADLANDS ROAD LANDFILL,New Zealand,Sanitary Landfills,-38.68410356390316,176.12689655274153
465,WAIOURU LANDFILL,New Zealand,Sanitary Landfills,-39.43010313209036,175.69146674126387
466,BONNY GLEN LANDFILL,New Zealand,Sanitary Landfills,-40.05168220086104,175.27852457016706
467,LEVIN LANDFILL,New Zealand,Sanitary Landfills,-40.60909082289888,175.2120379731059
468,SPICER VALLEY LANDFILL,New Zealand,Sanitary Landfills,-41.161969306742655,174.8151246830821
469,WAIROA LANDFILL,New Zealand,Sanitary Landfills,-39.047673622981634,177.41247614845634
470,OMARUNUI LANDFILL,New Zealand,Sanitary Landfills,-39.542940232035555,176.78158923983574
471,CENTRAL HAWKES BAY DISTRICT LANDFILL,New Zealand,Sanitary Landfills,-40.0564370963515,176.61318104714155
472,PONGAROA LANDFILL,New Zealand,Sanitary Landfills,-40.545627542324105,176.19517486542463
473,EKETAHUNA LANDFILL,New Zealand,Sanitary Landfills,-40.65639645496686,175.68770091980696
474,SILVERSTREAM LANDFILL,New Zealand,Sanitary Landfills,-41.16166312870947,174.99709211289883
475,WAINUIOMATA LANDFILL,New Zealand,Sanitary Landfills,-41.300962122516786,174.94584247469902
476,SOUTHERN LANDFILL,New Zealand,Sanitary Landfills,-41.32333153000293,174.74635921418667
477,YORK VALLEY LANDFILL,New Zealand,Sanitary Landfills,-41.30599141276858,173.273216933012
478,EVES VALLEY LANDFILL,New Zealand,Sanitary Landfills,-41.331186174118244,173.07783644646406
479,MCLEAN'S PIT LANDFILL,New Zealand,Sanitary Landfills,-42.43208999459956,171.25568948686123
480,BUTLERS LANDFILL,New Zealand,Sanitary Landfills,-42.703207783361556,171.00154481828213
481,VICTORIA FLATS LANDFILL,New Zealand,Sanitary Landfills,-45.04748945498607,169.02171414345503
482,FAIRFIELD LANDFILL,New Zealand,Sanitary Landfills,-45.906121769440716,170.40441434830427
483,AB LIME LIMITED LANDFILL,New Zealand,Sanitary Landfills,-46.13049783812645,168.37837021797895
484,MOUNT COOEE LANDFILL,New Zealand,Sanitary Landfills,-46.24293066447685,169.75882809609175
485,GREEN ISLAND LANDFILL,New Zealand,Sanitary Landfills,-45.90631657227812,170.41180215775967
486,WAIKOUAITI LANDFILL,New Zealand,Sanitary Landfills,-45.603102356590306,170.686440076679
487,PALMERSTON LANDFILL,New Zealand,Sanitary Landfills,-45.49513552230767,170.70541184395552
488,OAMARU LANDFILL,New Zealand,Sanitary Landfills,-45.11196837285407,170.96502386033535
489,KATE VALLEY LANDFILL,New Zealand,Sanitary Landfills,-43.09897889381019,172.83169113099575
490,INNOVATIVE WASTE KAIKOURA LANDFILL,New Zealand,Sanitary Landfills,-42.411711091291906,173.6774603649974
491,MARLBOROUGH REGIONAL LANDFILL (BLUEGUMS),New Zealand,Sanitary Landfills,-41.56413663599325,173.93719039857388
492,DANNEVIRKE LANDFILL,New Zealand,Sanitary Landfills,-40.219277931519485,176.09431525692344
493,PAHIATUA LANDFILL,New Zealand,Sanitary Landfills,-40.43851314092736,175.82295935600996
494,KARAMEA REFUSE TIP,New Zealand,Sanitary Landfills,-41.23209821740825,172.13502069935203
495,TARRAS LANDFILL,New Zealand,Sanitary Landfills,-44.82526449434734,169.39804952591658
496,PRISTINA LANDFILL,Kosovo,Sanitary Landfills,42.667228864670605,21.06254182755947
497,KITEEZI LANDFILL,Uganda,Sanitary Landfills,0.41099484117497204,32.5757738674292
498,BOUFFA LANDFILL,Vanuatu,Sanitary Landfills,-17.740127471849,168.384545827719
499,BEDDINGTON LANE LANDFILL,United Kingdom,Sanitary Landfills,51.3814860421285000,-0.146910004550591
500,EDGEFIELD LANDFILL,United Kingdom,Sanitary Landfills,52.8778064274924,1.09711333547363
501,YORK COUNTY LANDFILL,,Sanitary Landfills,40.90784279838380,-9.76052299612512
502,SOUTH EAST NEW TERRITORIES LANDFILL,China,Sanitary Landfills,22.2820827,114.2801312
503,WEST NEW TERRITORIES LANDFILL,China,Sanitary Landfills,22.4214327,113.9344561
504,GAMODUBU LANDFILL,Botswana,Sanitary Landfills,-24.48614571803265,25.71410615
505,SANTIAGO LANDFILL,Cape Verde,Sanitary Landfills,14.9964128737446,-23.4977854221763
506,MALPAIS LANDFILL,Netherlands,Sanitary Landfills,12.16865,-68.98894
