               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.085348,            0.021544,                   0,           0.0044372,                0.25,           0.0030705,          0.00044658,             0.07314,            0.020108,                   0,             0.00037,             0.00037,             0.09667
                   1,            0.070523,            0.020885,                   0,           0.0091298,                0.45,           0.0072268,           0.0013749,            0.066315,            0.014521,                   0,          0.00074998,          0.00074998,             0.09325
                   2,            0.065375,            0.020582,                   0,            0.040992,             0.18333,            0.020445,           0.0038856,            0.067006,            0.028793,                   0,           0.0011299,           0.0011299,             0.08983
                   3,            0.062184,            0.021105,                   0,             0.15385,             0.16667,            0.068382,            0.014861,            0.065598,             0.05793,                   0,           0.0015097,           0.0015097,             0.08641
                   4,            0.064089,            0.018605,                   0,            0.042916,             0.18333,            0.017053,           0.0032128,            0.061866,             0.17598,                   0,           0.0018893,           0.0018893,            0.082989
                   5,            0.060772,            0.018702,                   0,             0.16643,             0.21667,            0.067427,            0.014954,            0.058358,            0.055982,                   0,           0.0022686,           0.0022686,            0.079569
