Landfill_ID,Landfill_Name,Landfill_Alias,State,Address,City,County,Zipcode,Latitude,Longitude,Ownership_Type,Year_opened,Landfill_Closure_Year,Status,Current_Area,Current_Depth,Design_Capacity_tons,Waste_in_Place_tons,Annual_waste_acceptance_rate_tons
2284,Ozark Ridge Landfill,Yell County Landfill,AR,"10140 Ozark Ridge Access Lane
County Road 47 (South New Hope Road) and Hwy 7",Danville,Yell,72833,35.09,-93.2079,Private,1986,2058,Open,46.2,80,"6,189,391","3,132,420","84,246"
1250,SECCRA Community Landfill,SE Chester County Refuse Authority LF,PA,219 Street Road,West Grove,Chester,19390,39.86729,-75.84115,Public,1986,2036,Open,50,,"4,047,057","3,129,198","123,177"
11480,Central Kentucky Landfill,Georgetown Landfill,KY,493 Double Culvert Road,Georgetown,Scott,40324,38.346693,-84.545753,Private,1994,2030,Open,29,,"3,361,120","3,124,667","406,662"
416,Martin County Palm City II SLF,,FL,9101 SW Busch Street,Palm City,Martin,34990,27.1842,-80.3776,Public,1985,2005,Closed,86.1,,,"3,107,821","85,800"
439,Gun Club Road landfill,Atlanta-Gun Club Road,GA,1401 Gun Club Road N.W.,Atlanta,Fulton,30318,33.795,-84.461,Public,1977,1997,Closed,81,,"3,105,718","3,105,715",62
1127,Robeson County LF,,NC,246 Landfill Road,St. Pauls,Robeson,28384,34.79,-78.908,Public,1985,2041,Open,66.1,,"3,098,668","3,098,655","112,380"
721,Crescent Acres LF,,LA,6599 Florida Avenue,New Orleans,Orleans,70126,29.9734,-89.9964,Private,1964,1992,Closed,240,,"4,817,400","3,080,527","214,145"
797,Halifax LF,McDonald Sanitary Landfill,MA,27 Laurel Street,Halifax,Plymouth,02338,41.9918,-70.8992,Private,1977,1992,Closed,44,,"3,080,528","3,080,527","192,533"
809,Anoka-Ramsey Sanitary LF,,MN,14730 Sunfish Lake Boulevard NW,Ramsey,Anoka,55303,45.2393,-93.4293,Public,1967,1993,Closed,,,"3,078,526","3,078,526","118,405"
984,Fulton County LF,,NY,847 Mud Road,Johnstown,Fulton,12095,43.0127,-74.4725,Public,1989,2050,Open,31.5,,"10,638,978","3,067,729","147,543"
732,Greater New Orleans LF,,LA,5700 Highway 90 West,Avondale,Jefferson,70094,29.91797,-90.265,Private,1969,1999,Closed,,,"7,662,037","3,066,630","88,615"
20790,Rossman's Landfill,Trail's End Golf Center,OR,1101 Abernathy Road,Oregon City,Clackamas,97045,45.365167,-122.588833,Private,1969,1983,Closed,,,"3,060,523","3,060,522","80,014"
20758,A.C.M.S. Inc.,Heart of Florida Environmental,FL,835 CR 529,Lake Panasoffkee,Sumter,33585,28.743151,-82.091653,Private,2013,2025,Open,,,"8,041,830","3,059,540","1,047,276"
2208,LCS Services Landfill,North Mountain LF,WV,911 Allensville Road,Hedgesville,Berkeley,25427,39.57302,-77.98788,Private,1991,2066,Open,35.8,97,"9,176,247","3,056,996","113,821"
12182,Hastings Sanitary Landfill,City Environmental Services (CES) Landfill Inc of Hastings,MI,1899 N. M-43 Highway,Hastings,Barry,49058,42.681,-85.298,Private,1955,2051,Open,33.3,,"3,661,267","3,056,753","54,954"
734,Alpha Ridge SLF,,MD,2350 Marriottsville Road,Marriottsville,Howard,21104,39.305776,-76.898803,Public,1980,2053,Open,106,,"7,438,318","3,039,793","10,047"
948,Salem County SLF,,NJ,36 McKillip Road,Alloway,Salem,08001,39.5869,-75.3785,Public,1988,2043,Open,,,"5,788,125","3,039,740","94,417"
20859,Plattco/Riverview,,MO,16450 NW River Road,Parkview,Platte,64152,39.218,-94.795,Private,1972,1987,Closed,,,"3,025,519","3,025,507","189,094"
271,City of Santa Cruz SLF,,CA,605 Dimeo Lane,Santa Cruz,Santa Cruz,95060,36.97602,-122.10608,Public,1960,2061,Open,43.3,,"6,290,595","3,024,722","55,880"
539,Decatur Hills LF,,IN,2090 S CR 280 E,Greensburg,Decatur,47240,39.30695,-85.42849,Private,1990,2028,Open,63.5,,"5,168,520","3,021,005","123,921"
1962,MacLand Landfill,MacLand Disposal Center Industrial Landfill,MS,11300 Highway 63 N,Moss Point,Jackson,39562,30.50414,-88.5325,Private,2002,2050,Open,,,"4,441,071","3,020,974","41,596"
1527,City of Logan Sanitary Landfill,,UT,1400 West 200 North,Logan,Cache,84321,41.7317,-111.87,Public,1960,2017,Closed,9.8,,"6,701,147","3,017,085","84,069"
260,Ridgecrest-Inyokern SLF,,CA,3301 Bowman Road,Ridgecrest,Kern,93555,35.60254,-117.73755,Public,1969,2042,Open,78,50,"11,167,924","3,013,520","58,615"
2443,Pleasant Oaks Landfill,,TX,3031 FM 3417,Mount Pleasant,Titus,75455,33.1167,-95.0143,Public,1960,2159,Open,39.4,,"19,722,786","3,010,045","262,983"
836,Lee's Summit SLF,Resource Recovery Park LF,MO,2101 SE Hamblen Road,Lee's Summit,Jackson,64082,38.86962,-94.35622,Public,1981,2020,Closed,80.9,,"3,035,604","3,007,138","29,307"
1966,Plantation Oaks Sanitary Landfill,,MS,35 Shieldsboro Road,Sibley,Adams,39165,31.3576,-91.3954,Private,1989,2080,Open,50.6,,"8,375,737","3,005,164","92,081"
234,Oro Grande LF,,CA,19409 National Trails Highway,Oro Grande,San Bernardino,92368,34.634,-117.307,Private,,1993,Closed,,,,"3,000,000",0
804,Freeway Landfill,,MN,1001 Blackdog Road W.,Burnsville,Dakota,55337,44.7983,-93.2926,Private,1969,1990,Closed,132,30,,"3,000,000",
956,Riverhead LF,,NY,,Riverhead,Suffolk,,41.3942,-74.3312,Public,1936,1993,Closed,,,,"3,000,000","33,655"
1179,Hancock County Sanitary LF,,OH,"10400 Allen Township Road 107
3763 County Road 140",Findlay,Hancock,45840,41.1125,-83.6785,Public,1969,2045,Open,65.6,,"8,327,549","3,000,000","91,000"
1323,Amity LF Environmental & Recycling Services,Taylor; Amity LF,PA,1100 Union Street,Taylor,Lackawanna,18517,41.39188,-75.72743,Private,1973,1990,Closed,,,,"3,000,000","371,250"
1300,Mazzaro LF,,PA,Lincoln Highway,Clinton,Allegheny,15026,40.4748,-80.285,Private,1966,1987,Closed,,,,"3,000,000",
1620,Northside LF,North LF,WA,5502 W. Nine Mile Road,Spokane,Spokane,99208,47.727,-117.4897,Public,1962,1991,Closed,115,125,,"3,000,000",
1591,Tri-City Regional Landfill,Petersburg City Landfill; Tri-Cities Regional Landfill,VA,390 Industrial Drive,Petersburg,Petersburg city,23803,37.24,-77.378,Private,1977,2018,Closed,52,,"4,311,197","2,991,420","211,032"
1168,Cleveland Land Development LF,Harry Rock LF; CLD Landfill,OH,1329 East Schaaf Road,Brooklyn Heights,Cuyahoga,44130,41.411102,-81.655233,Private,1970,1995,Closed,,,,"2,985,302","104,453"
2288,City of LaGrange Landfill,LaGrange-I85/SR 109,GA,2233 Greenville Road,LaGrange,Troup,30241,33.0463,-84.9532,Public,1985,2043,Open,64.5,71,"10,170,221","2,978,657","60,451"
324,Woodville Landfill,Woodville Disposal Site,CA,19800 Road 152,Tulare,Tulare,93274,36.15056,-119.23139,Public,1971,2014,Closed,64,,"9,841,834","2,976,759","44,538"
1132,Sampson County LF,,NC,7434 Roseboro Highway,Roseboro,Sampson,28382,34.9634,-78.4486,Public,1973,2001,Closed,86.1,,"2,967,091","2,967,090","229,583"
1221,Oklahoma Environmental Management Authority (OEMA) Landfill,Canadian County Solid Waste Disposal Authority Landfill,OK,20435 SW 29th Street,Union City,Canadian,73090,35.438,-97.9255,Public,1974,2025,Open,68,,"3,307,500","2,965,717","86,386"
1209,City of Xenia LF,,OH,966 Towler Road,Xenia,Greene,45385,39.698769,-83.947572,Public,1950,1990,Closed,,25,"2,962,080","2,962,080","18,696"
11360,Polk County Landfill,,TX,3477 FM 942 W,Livingston,Polk,77351,30.83268,-94.92369,Public,1981,2045,Open,38.6,,"8,293,966","2,957,580","238,540"
1436,Eco-Safe Landfill,"Sullivan County LF, Incorporated",TN,"385 Harr Lane
Hunters Trail (old site)",Blountville,Sullivan,37617,36.56115,-82.35006,Private,1979,2102,Open,,,"35,845,415","2,954,211","350,395"
1223,Enid City Landfill,City of Enid LF; Enid Municipal LF,OK,1313 E. Southgate Road,Enid,Garfield,73701,36.36195,-97.859154,Public,1988,2031,Open,40,50,"4,851,000","2,948,536","92,479"
1065,Kersey Valley Landfill,City of High Point LF,NC,3940 E. Kivett Drive,Jamestown,Guilford,27282,35.9603,-79.9401,Public,1993,2037,Open,,,"3,665,846","2,942,445","150,553"
2209,S & S Grading Inc. Landfill,,WV,4439 Good Hope Pike,Clarksburg,Harrison,26301,39.22057,-80.40832,Private,1975,2042,Open,,160,"5,358,481","2,937,949","66,816"
1422,Quail Hollow LF,James Brinkley LF,TN,549 Powell Hollow Road,Tullahoma,Bedford,37388,35.392,-86.3054,Private,1974,1998,Closed,70.5,40,"3,190,364","2,936,424","43,785"
90,California Street LF,,CA,2151 Nevada Street,Redlands,San Bernardino,92373,34.08861,-117.221,Public,1963,2042,Open,,,"4,495,166","2,933,337","49,317"
20763,Twin Oaks Landfill,,TX,2690 State Highway 30,Anderson,Grimes,77830,30.598127,-96.144866,Public,2011,2046,Open,,,"21,819,164","2,928,997","411,130"
12221,Eagle County Landfill,,CO,"815 Ute Creek Road
2-3 mi N of Wolcott",Wolcott,Eagle,81655,39.725,-106.661,Public,1967,2039,Open,81.1,,"5,142,142","2,909,896","86,847"
20900,CLD Landfill,"County Land Development Landfill, LLC",OH,9960 S. Range Road,Salem,Mahoning,44460,40.95,-80.845,Private,1966,2009,Closed,,,"2,903,285","2,903,275","65,984"
1835,Northampton Landfill,Glendale Road LF,MA,170 Glendale Road,Florence,Hampshire,01062,42.29385,-72.71622,Public,1969,2013,Closed,37.6,75,"2,900,522","2,900,518","6,595"
11981,Fort Benning LF,,GA,1st Division Road,Fort Benning,Chattahoochee,31905,32.385,-84.865,Public,1965,1997,Closed,101.6,,"3,300,584","2,900,513","100,018"
606,Spring Valley LF,Closed portion of Wabash LF,IN,,Wabash,Wabash,,40.828229,-85.792659,Public,1988,1991,Closed,,,,"2,900,286","8,396"
755,Mountainview SLF,"Chambers of MD, Inc. SLF",MD,13300 New George's Creek Road SW,Frostburg,Allegany,21532,39.60212,-78.92121,Private,1991,2022,Open,39.1,,"3,222,792","2,893,537","69,891"
1964,Pine Belt Regional Landfill,,MS,5274 Highway 29 S,Ovett,Perry,39464,31.4056,-89.0938,Public,1997,2040,Open,32,67,"6,389,789","2,892,830","171,399"
638,Wheatland LF,,KS,213 N.E. Belleview Road,Columbus,Cherokee,66725,37.23689,-94.82838,Private,1976,2010,Closed,55.7,58,"3,302,976","2,891,681","90,675"
1217,State Wide LF,Breitenstine Landfill (?),OH,4720 Dueber Avenue SW,Canton,Stark,44706,40.7432,-81.3986,Private,1940,1990,Closed,78,,"4,740,812","2,881,664","92,957"
1009,Auburn SLF #1 & #2,,NY,311 N. Division Street,Auburn,Cayuga,13021,42.9528,-76.5872,Public,1956,2020,Closed,12,,"3,039,619","2,873,774","35,097"
617,Des Moines County Regional Sanitary Landfill,,IA,13758 Washington Road,West Burlington,Des Moines,52655,40.849,-91.196,Public,1964,2099,Open,62,,"7,199,101","2,873,010","57,691"
1749,Grand Island Regional Landfill,,NE,19550 W. Husker Highway,Shelton,Hall,68876,40.895,-98.718,Public,1984,2038,Open,33.7,80,"4,372,323","2,861,050","107,382"
1224,Newcastle Landfill,"Pinecrest Landfill, L.L.C.",OK,1741 North Portland Avenue,Newcastle,McClain,73065,35.26531,-97.58247,Private,1986,2029,Open,50.1,66,"4,285,258","2,857,352",118
2081,Kekaha Landfill/Phases I & II,,HI,6900-D Kaumualii Highway,Kekaha,Kauai,96752,22.03452,-159.73029,Public,1953,2021,Open,38,92,"2,868,561","2,850,072","90,650"
2144,Central Landfill,,MS,8800 Highway 11 North,McNeill,Pearl River,39470,30.7073,-89.6017,Private,1987,2150,Open,,84,"11,937,870","2,848,571","48,660"
1326,Alcoa/ Maryville/ Blount County Landfill,"Phases I, II & III",TN,240 Long Powers Road,Friendsville,Blount,37737,35.73606,-84.05903,Public,1973,2070,Open,86,30,"6,335,090","2,848,244","65,089"
20793,Palailai Landfill,Puu Palailai Landfill,HI,91-402 Farrington Highway,Kapolei,Honolulu,96707,21.338,-158.088,Private,1974,1988,Closed,,,,"2,845,215","112,519"
60,Barstow Sanitary Landfill,,CA,32553 Barstow Road,Barstow,San Bernardino,92311,34.83389,-117.02,Public,1963,2071,Open,43.4,75,"50,431,080","2,828,008","82,291"
426,Putnam County Central SLF,Putnam County Central LF Phase II,FL,140 County Landfill Road,Palatka,Putnam,32177,29.7196,-81.6655,Public,1960,2022,Open,,,"3,123,316","2,820,777","118,948"
2090,West Hawaii Landfill/Puuanahulu,WHSL,HI,71-1111 Queen Kaahumanu Highway,Waikoloa,Hawaii,96738,19.889013,-155.880297,Public,1993,2054,Open,58.2,,"9,129,661","2,802,623","151,057"
1356,Decatur County LF,Decatur County SW Program; Waste Services of Decatur,TN,324 Landfill Lane,Bath Springs,Decatur,38311,35.483,-88.081,Public,1975,2020,Closed,,,,"2,801,448","91,140"
970,Old Bethpage LF,Oyster Bay LF,NY,Round Swamp Road,Oyster Bay,Nassau,11804,40.7402,-73.4533,Public,1957,1986,Closed,72,,,"2,800,000",
1206,Middletown City LF,,OH,"3500 Terry Drive
off Carmody Boulevard",Middletown,Butler,45042,39.5392,-84.3707,Public,1982,1990,Closed,,,,"2,800,000","109,065"
2389,Dakota MSW Landfill,Big Dipper Inc. LF,ND,7972 129th Avenue SE,Gwinner,Sargent,58040,46.2401,-97.6952,Private,1976,2024,Open,63.5,60,,"2,795,263","72,218"
995,Sullivan County LF,,NY,91 Landfill Drive,Monticello,Sullivan,12701,41.64,-74.66,Public,1972,2009,Closed,107,,"4,392,423","2,793,653","57,322"
1129,Rowan County LF,,NC,789 Campbell Road,Woodleaf,Rowan,27054,35.75701,-80.55715,Public,1989,2082,Open,51,18,"9,043,808","2,788,249","144,250"
10780,West Street Landfill,Gardner Landfill,MA,744 West Street,Gardner,Worcester,01440,42.581,-72.045,Public,1911,2005,Closed,29,,,"2,780,000","78,000"
11280,Northeast AR RSWMD Landfill Phases 2 & 3,,AR,1810 Greene 890 Road,Paragould,Greene,72450,36.085,-90.4539,Public,1979,2031,Open,207.4,,"3,922,190","2,775,021","82,815"
530,Adams County North & South LFs,,IN,3775 North 200 East,Decatur,Adams,46733,40.79969,-84.898922,Public,1978,1998,Closed,,,"2,800,000","2,774,000","146,000"
1566,Uintah County/Vernal City LF,,UT,"2801 E 500 N at Brush Creek Road
3 mi E of Vernal",Vernal,Uintah,84078,40.465,-109.47222,Public,1950,2025,Open,,,,"2,773,000","46,806"
1579,Danville City SLF,,VA,Airport Road South of U.S. 58/360,Danville,Danville city,24543,36.5722,-79.3444,Public,1974,1993,Closed,,90,,"2,745,600","115,937"
1878,Ann Arbor SLF Phase I & II,,MI,4150 Platt Road,Ann Arbor,Washtenaw,48108,42.2278,-83.6997,Public,1959,1992,Closed,133.1,,,"2,740,000","34,021"
1925,Roanoke Regional Landfill,Rutrough Road Landfill,VA,3442 Rutrough Road,Roanoke,Roanoke,24014,37.24722,-79.868056,Public,1976,1994,Closed,102.9,,"2,736,392","2,736,391","144,021"
574,Worthington LF,,IN,8226 N 500 W,Worthington,Greene,47471,39.132,-87.038,Private,1982,2004,Closed,69.4,,"2,722,107","2,722,104","118,352"
2115,Greenwood County Landfills,Greenwood County Subtitle D LF and Greenwood Landfill,SC,1115 Siloam Church Road,Greenwood,Greenwood,29646,34.1977,-82.0779,Public,1970,2030,Open,32,15,"3,728,859","2,720,034","75,541"
2142,Buncombe County New Landfill,,NC,85 Panther Branch Road,Alexander,Buncombe,28701,35.7272,-82.644,Public,1997,2085,Open,56,70,"9,733,729","2,716,379","174,874"
750,Harford Waste Disposal Center,Scarboro LF,MD,3241 Scarboro Road,Street,Harford,21154,39.63963,-76.30235,Public,1960,2135,Open,17.5,,"3,069,308","2,712,134","7,466"
1728,Longmont SLF,City of Longmont SWDF,CO,,Longmont,Weld,80516,,,Public,1966,1993,Closed,,,,"2,711,778","62,228"
20702,Simco Road Regional Landfill,,ID,16415 NW Waste Site Drive,Mayfield,Elmore,83716,43.256283,-115.902837,Private,2000,2166,Open,30.6,,"38,945,263","2,711,473","159,949"
2292,Surry County LF 1 & LF 3,Surry County Mt. Airy LF,NC,"419 Landfill Road
237 Landfill Road",Mt. Airy,Surry,27030,36.4417,-80.5707,Public,1969,2042,Open,,,,"2,709,200","63,313"
824,WLSSD SLF,,MN,4857 Ridgeview Road,Duluth,St. Louis,55811,46.854,-92.16,Public,1965,2001,Closed,85,,"2,702,889","2,702,870","73,051"
2049,Eastside Landfill,,TX,"5300 E. First Street
btw Trinity River West Fork & Randol Mill Road",Fort Worth,Tarrant,76103,32.763445,-97.265227,Public,1970,1993,Closed,110,,"2,700,462","2,700,462","112,519"
16,Bishop Landfill Company,,AL,379 Pleasant Grove Cutoff Road,Albertville,Marshall,35950,34.27823,-86.33707,Private,1968,2002,Closed,28,187.5,,"2,700,000","83,950"
2354,Juncos Landfill,Vertedero Municipal de Juncos,PR,"Carr 185 km 20.1
Bo. Gurabo Abajo Sector La Coroza",Juncos,Juncos,00777,18.250523,-65.907025,Public,1978,2012,Closed,40,197,"3,000,000","2,700,000","95,000"
11550,Cherokee Village Landfill,Cherokee Sanitary Landfill,AR,100 Landfill Road,Cherokee Village,Fulton,72529,36.28126,-91.63128,Private,1975,2041,Open,31.1,,"6,490,730","2,696,637","172,947"
1703,Troy Area Landfill,,WI,N. 7617 Highway 120,East Troy,Walworth,53120,42.766345,-88.40651,Private,1987,1996,Closed,51.8,,"2,695,461","2,695,458","269,546"
1585,Loudoun County SLF,,VA,21101 Evergreen Mills Road,Leesburg,Loudoun,20175,39.0421,-77.5813,Public,1971,2057,Open,77.9,,"9,555,176","2,690,457","125,618"
396,SW Alachua SLF,,FL,State Road 24,Archer,Alachua,32618,29.5125,-82.548,Public,1988,,Closed,,,,"2,690,000","94,380"
666,Resource Recovery LF,,KS,4237 CR 5300,Cherryvale,Montgomery,67335,37.212,-95.58,Private,1988,2025,Open,37.2,,"3,627,502","2,673,335","110,481"
1174,Bedford #1 and #2 LFs,Bedford #1 Sanitary LF,OH,970 Claycraft Road,Gahanna,Franklin,43230,39.9929,-82.848,Private,1970,1995,Closed,,,,"2,664,190","20,117"
2136,Osage Landfill,,OK,83 County Road 2712,Bartlesville,Osage,74003,36.717611,-96.012747,Private,1982,2135,Open,36.9,,"13,608,819","2,656,597","111,608"
1948,Fort Bend County Landfill,Rosenberg Landfill,TX,330 Klauke Road,Rosenberg,Fort Bend,77471,29.54,-95.8325,Public,1978,1993,Closed,,,"2,649,100","2,649,100",
192,Landers Sanitary Landfill,,CA,"59200 Winters Road
1/2 mile E. of Avalon Avenue",Landers,San Bernardino,92285,34.24048,-116.38152,Public,1965,2072,Open,44,60,"11,888,024","2,642,143","64,902"
446,Clayton County SR 3 Lovejoy Landfill,,GA,11678 Hastings Bridge Road,Lovejoy,Clayton,30250,33.44,-84.307,Public,1983,2089,Open,87.7,60,"3,406,177","2,640,643","23,542"
500,ADS/McLean County LF #2,,IL,2105 W. Oakland Avenue,Bloomington,McLean,61704,40.466463,-89.030787,Private,1990,2018,Closed,37,53,"2,841,392","2,626,797","65,114"
714,St. Landry Parish LF,,LA,417 Solid Waste Road,Washington,St. Landry,70589,30.68627,-92.06458,Public,1986,2035,Open,42.6,90,"4,079,250","2,622,567","95,505"
2055,North Central Iowa Regional SWA Sanitary Landfill,NCIRSWA Sanitary Landfill; Ft. Dodge LF; Fort Dodge Landfill,IA,"2240 Landfill Drive
2240 S. 22nd Street",Fort Dodge,Webster,50501,42.47227,-94.169712,Public,1976,2027,Open,,,"3,376,362","2,622,217","88,257"
12213,Lake County Central Phase I Landfill,,FL,13130 Astatula Landfill Road,Tavares,Lake,32778,28.75558,-81.735811,Public,1972,2025,Open,96,,"2,701,619","2,613,089","5,861"
680,Glasgow Regional Landfill,,KY,400 Glen Garry Road,Glasgow,Barren,42141,36.9857,-85.956,Public,1983,2046,Open,35,40,"5,562,052","2,604,894","109,832"
698,City of Owensboro LF,,KY,Hill Bridge Road,Owensboro,Daviess,42303,37.68,-87.0755,Public,1971,1993,Closed,,,,"2,599,178",
2156,Hernando County Northwest Landfill,Northwest Waste Management Facility,FL,14450 Landfill Road,Brooksville,Hernando,34614,28.66735,-82.486788,Public,1991,2028,Open,45.5,,"4,793,670","2,590,053","145,843"
418,West Nassau SLF,,FL,"46026 Landfill Road/440 N Kings Road
2 miles NW of Callahan off US 1 ",Callahan,Nassau,32011,30.6046,-81.8204,Public,1974,2009,Closed,53,,"3,372,600","2,589,128","43,742"
1701,Moccasin Mike SLF,Superior City Mocassin Mike LF,WI,"15 Moccasin Mike Road
off Hwy 53 and 2",Superior,Douglas,54880,46.671,-91.9665,Public,1976,2025,Open,31.1,,"2,650,000","2,580,354","121,310"
676,City of Bowling Green LF,Butler County Landfill,KY,5301 Glen Lily Road,Bowling Green,Butler,42101,37.03,-86.5275,Public,1986,1992,Closed,,125,,"2,574,000","64,350"
1520,Blue Bonnet LF,,TX,10500 Beaumont Highway,Houston,Harris,77078,29.818258,-95.24369,Private,1979,1998,Closed,44,,,"2,564,239","128,212"
20720,Tekoi Landfill,,UT,99 Skull Valley Road,Dugway,Tooele,84022,40.358323,-112.724416,Public,2005,2458,Open,46.6,,"46,188,626","2,555,053","75,051"
1612,Ephrata LF,Grant County Ephrata Landfill 1,WA,"3803 Neva Lake Road, NW
off Highway 28",Ephrata,Grant,98823,47.27,-119.574,Public,1942,2022,Open,,,"2,756,250","2,542,991","117,497"
1116,Orange County Regional Landfill,,NC,1514 Eubanks Road,Chapel Hill,Orange,27516,35.9685,-79.0834,Public,1972,2013,Closed,75.6,,"24,482,923","2,542,697","20,957"
753,Midshore I - Regional Solid Waste Facility,,MD,7341 Barkers Landing Road,Easton,Talbot,21601,38.74714,-76.01961,Public,1965,2010,Closed,100.4,72,"2,540,831","2,540,831","90,075"
2270,Honey-Go-Run Reclamation,,MD,10710 Philadelphia Road,Perry Hall,Baltimore,21128,39.39383,-76.42418,Private,,,Open,,,"9,144,300","2,528,416","163,186"
1200,Mt. Eaton East Landfill,,OH,8544 W Lebanon Road (Township Road 105),Navarre,Wayne,44662,40.695,-81.655,Private,1971,2005,Closed,,,"2,526,277","2,526,277","155,640"
1975,Gulf Pines LF,,MS,14543 Hudson Krohn Road,Biloxi,Harrison,39532,30.490446,-88.942707,Private,1979,1997,Closed,63,,"2,516,021","2,516,021","132,422"
361,Middletown Avenue Landfill,New Haven LF,CT,260 Middletown Avenue,New Haven,New Haven,06513,41.328,-72.886,Public,1953,1999,Closed,34,,,"2,500,000","72,800"
11801,Ordot Landfill,Ordot Dump,GU,Dero Road,Ordot,,,13.439066,144.750611,Public,1944,2011,Closed,43.5,65,"2,500,000","2,500,000","117,500"
498,Streator Area LF No. 3,,IL,2111 Coalville Road,Streator,Livingston,61364,41.0916,-88.8521,Private,1982,2005,Closed,20.4,,,"2,500,000","53,315"
946,Edison Township SLF,,NJ,Meadow Road,Edison,Middlesex,08837,40.4894,-74.3832,Public,1970,1990,Closed,,,,"2,500,000","272,945"
1872,Illinois Landfill Inc.,EDC Hoopeston Landfill,IL,16310 E. 4000 North Road,Hoopeston,Vermilion,60942,40.445375,-87.63883,Private,1975,2198,Open,31,,"11,616,555","2,497,016","31,575"
12217,IESI East Texas Regional Landfill,,TX,5155 FM 2867,Henderson,Rusk,75653,32.125,-94.7075,Private,1979,2066,Open,51.4,,"9,439,616","2,491,110","186,900"
2099,Highway 321 Lexington County Landfill,Lexington County Landfill; Dixiana LF,SC,3241 Charleston Highway (Hwy 321),West Columbia,Lexington,29172,33.90794,-81.06625,Public,1960,1988,Closed,74.2,,,"2,485,571",
1734,Milner Landfill,,CO,20650 County Road 205,Milner,Routt,80487,40.469085,-107.03937,Private,1965,2057,Open,51.7,60,"4,886,110","2,484,138","42,730"
1731,Pitkin County Solid Waste Center,Pitkin County Resource Recovery LF,CO,32046 Hwy 82,Snowmass Village,Pitkin,81611,39.285,-106.9175,Public,1964,2042,Open,,,"2,792,931","2,465,911","76,824"
994,Bristol Hill SLF,,NY,3125 State Route 3,Fulton,Oswego,13069,43.348,-76.34,Public,1983,2037,Open,43.6,71,"2,756,249","2,459,170","94,150"
1624,Horn Rapids Landfill,,WA,3102 Twin Bridges Road,Richland,Benton,99352,46.346,-119.346,Public,1974,2020,Closed,,,"2,460,976","2,454,489","58,672"
143,Eastlake SLF,,CA,16015 Davis Avenue,Clearlake,Lake,95422,38.95333,-122.60083,Public,1972,2030,Open,,,,"2,453,070","56,004"
723,"Harold J. ""Babe"" Landry LF",St. Mary Parish LF,LA,752 Thorguson Drive,Berwick,St. Mary,70342,29.68,-91.242,Public,1988,2046,Open,89.1,,"4,968,382","2,446,131","87,096"
20802,Shannon Road Landfill,,AR,7700 Shannon Road,Pine Bluff,Jefferson,71603,34.204169,-92.09412,Private,1976,1992,Closed,,,"2,443,918","2,443,913","143,760"
1062,City of Albemarle LF,,NC,40592B Stony Gap Road,Albemarle,Stanly,28001,35.3173,-80.1658,Public,1974,2045,Open,122.4,,"4,075,884","2,440,079","46,855"
697,City of Hopkinsville LF,Hopkinsville LF,KY,5665 Mt. Zoar Latham Road,Hopkinsville,Christian,42240,36.9413,-87.5034,Public,1960,1997,Closed,,60,,"2,439,142","84,864"
21133,La Gloria Ranch Landfill,,TX,23485 N. Moorefield Road,Edinburg,Hidalgo,78541,26.411591,-98.346247,Private,2013,2224,Open,,,"61,849,491","2,438,791","426,474"
452,Key Road Landfill,Atlanta-Key Road,GA,1500 Key Road S.E.,Atlanta,DeKalb,30316,33.698725,-84.339914,Public,1974,1995,Closed,72,,"2,432,047","2,432,047","20,046"
1471,McCombs LF,,TX,"13600 McCombs Street
4.4 mi W of US 54, 300 ft S of NM",El Paso,El Paso,79934,31.995,-106.405,Public,1977,2078,Open,112,,"41,667,249","2,428,763",3
2236,K&W LF,,MI,5436 Highway M 38,Ontonagon,Ontonagon,49953,46.7974,-89.1446,Private,1987,2038,Open,40,,"4,482,347","2,426,837","110,764"
1258,Sandy Run Landfill,Bedford Fulton Huntingdon Solid Waste Authority LF; Hopewell LF; Sandy Run LF,PA,995 Landfill Road,Hopewell,Bedford,16650,40.132,-78.198,Private,1990,2130,Open,37.8,,"5,921,698","2,408,319","47,253"
815,East Central SLF (ECSWC),Kanabec SLF,MN,1756 180th Avenue,Mora,Kanabec,55051,45.84607,-93.35722,Public,1970,2025,Open,28.3,80,"3,006,874","2,400,786","101,146"
2227,Waste Disposal Engineering (WDE) SLF,,MN,14435 NW Crosstown Boulevard,Andover,Anoka,55304,45.228,-93.312,Public,1962,1983,Closed,70,50,"2,400,000","2,400,000",
2095,Cherokee County Landfill,,SC,192 Lemuels Road,Gaffney,Cherokee,29341,35.11368,-81.6067,Public,1972,1998,Closed,46,50,"2,400,000","2,400,000","46,150"
843,Backridge Landfill,,MO,26265 State Highway B,La Grange,Lewis,63448,40.016,-91.523,Private,1990,2032,Open,29.2,76,"3,642,956","2,396,629","80,297"
2042,Moretown Landfill Inc.,"Palisades LF, Waste Systems International (WSI 3) - Moretown",VT,19 Kaiser Drive,Waterbury,Washington,05676,44.311,-72.7025,Private,1980,2013,Closed,36.4,,"2,408,000","2,386,137","8,199"
1735,Summit County Landfill,Summit County Solid Waste Disposal Site,CO,639 Landfill Road,Dillon,Summit,80435,39.608,-105.997,Public,1964,2057,Open,63.3,,"4,239,496","2,383,854","59,253"
11421,Mississippi County LF,,AR,1695 East CR-506,Luxora,Mississippi,72358,35.78,-89.97,Public,1980,2087,Open,27,,,"2,380,027","73,981"
