Landfill_ID,Landfill_Name,Landfill_Alias,State,Address,City,County,Zipcode,Latitude,Longitude,Ownership_Type,Year_opened,Landfill_Closure_Year,Status,Current_Area,Current_Depth,Design_Capacity_tons,Waste_in_Place_tons,Annual_waste_acceptance_rate_tons
352,Puente Hills LF,Puente Hills (PERG); San Gabriel Valley Dump,CA,2800 S. Workman Mill Road,Whittier,Los Angeles,90601,34.02033,-118.00604,Public,1957,2013,Closed,590,229.5,"142,400,000","142,250,454","2,135,318"
966,Fresh Kills SLF,,NY,1010 Muldoon Avenue,Staten Island,Richmond,10312,40.572,-74.188,Public,1948,2002,Closed,1416,,"135,450,945","135,450,945","1,014,300"
1465,McCarty Road LF,,TX,5757A Oates Road,Houston,Harris,77078,29.827501,-95.243334,Private,1972,2031,Open,388,,"123,783,905","97,983,501","1,834,618"
232,Olinda Alpha SLF,Olinda SLF,CA,1942 N. Valencia Avenue,Brea,Orange,92823,33.93361,-117.84361,Public,1960,2021,Open,420,235,"96,736,556","86,320,460","2,331,531"
930,Apex Regional LF,,NV,13550 US Highway 93 North,Las Vegas,Clark,89165,36.374,-114.86518,Private,1993,2365,Open,297,300,"994,920,296","72,848,073","2,804,493"
397,Monarch Hill Landfill,Central Disposal SLF; Mount Trashmore,FL,"2700 NW 48th Street
(2700 Wiles Road)",Pompano Beach,Broward,33073,26.283,-80.161,Private,1965,2031,Open,314.2,137,"84,293,492","72,447,825","1,673,839"
1718,Denver Arapahoe Disposal Site (DADS),Lowry LF,CO,3500 South Gun Club Road,Aurora,Arapahoe,80018,39.66,-104.69,Public,1966,2150,Open,677,159,"389,072,613","71,470,792","2,393,438"
1461,DFW Recycling & Disposal Facility,Dallas-Fort Worth LF,TX,1600 A South Railroad Street,Lewisville,Denton,75057,33.01615,-96.96316,Private,1972,2023,Open,296,73,,"70,947,369","1,344,339"
1879,Arbor Hills Landfill Inc.,Onyx Arbor Hills East and West,MI,10690 W. Six Mile Road,Northville,Washtenaw,48168,42.40684,-83.55579,Private,1970,2028,Open,263,,"95,366,291","66,455,203","2,709,453"
1249,GROWS Landfill,GROWS North,PA,"1513 Bordentown Road
1000 New Ford Mill Road",Morrisville,Bucks,19067,40.159344,-74.776695,Private,1970,2028,Open,,,"105,107,575","65,613,970","4,071,058"
286,Sunshine Canyon Landfill,North Valley Landfill,CA,14747 San Fernando Road,Sylmar,Los Angeles,91342,34.32352,-118.50294,Private,1955,2037,Open,350.6,,"109,393,338","65,207,800","2,307,000"
39,Altamont Landfill & Resource Recovery Facility,,CA,10840 Altamont Pass Road,Livermore,Alameda,94551,37.75,-121.65667,Private,1980,2052,Open,237.3,175,"131,857,568","63,798,959","1,574,396"
1177,"Rumpke SLF, Inc.",Cincinnati Regional Refuse Facility; Hamilton County-Cincinnati LF,OH,"10795 Hughes Road
3800 Struble Road",Cincinnati,Hamilton,45251,39.2745,-84.59822,Private,1945,2053,Open,,,"165,063,026","63,285,314","2,396,634"
78,Bradley Landfill,Bradley Avenue West SLF and Bradley East LF,CA,9227 Tujunga Avenue,Sun Valley,Los Angeles,91352,34.23753,-118.38042,Private,1958,2007,Closed,168,,,"61,302,299","408,132"
1241,Columbia Ridge LF,,OR,18177 Cedar Springs Lane,Arlington,Gilliam,97812,45.639234,-120.217237,Private,1990,2131,Open,273.5,250,"391,644,390","58,676,037","2,758,671"
1625,Roosevelt Regional MSW Landfill,H.W. Hill Landfill,WA,500 Roosevelt Grade Road,Roosevelt,Klickitat,99356,45.805,-120.174,Private,1990,2100,Open,360,150,"218,761,119","58,222,934","2,393,391"
62,Frank R. Bowerman SLF,Bee Canyon SLF,CA,11002 Bee Canyon Access Road,Irvine,Orange,92602,33.72053,-117.70947,Public,1990,2053,Open,259.6,250,"112,816,902","57,681,443","2,753,066"
1912,Woodland Meadows Landfill,Van Buren; North; South,MI,"5900 Hannan Road
39900 Van Born Road (Canton)",Wayne,Wayne,48184,42.2652,-83.4315,Private,1975,2024,Open,,,"58,780,061","56,080,525","3,414,013"
497,Livingston LF,County Environmental of Livingston,IL,14206 E. 2100 North Road,Pontiac,Livingston,61764,40.93178,-88.65735,Private,1978,2047,Open,301.7,,"82,413,820","53,783,549","943,868"
1459,McCommas Bluff Landfill,City of Dallas,TX,5100 Youngblood Road,Dallas,Dallas,75241,32.684168,-96.718334,Public,1981,2060,Open,436.3,,"73,289,434","53,664,573","1,928,344"
2421,Newton County Landfill,Newton County Development Corporation,IN,2266 E. 500 South Road,Brook,Newton,47922,40.9263,-87.3487,Private,1995,2062,Open,219.1,183,"131,251,141","51,889,435","2,484,570"
147,El Sobrante SLF,,CA,10910 Dawson Canyon Road,Corona,Riverside,92883-5020,33.79923,-117.46786,Private,1986,2059,Open,201.4,,"212,240,372","51,265,919","3,522,931"
964,NJMC 1-E Landfill,Egan's LF; Balefill,NJ,100 Baler Boulevard,North Arlington,Bergen,07031,40.77,-74.117,Public,1950,2008,Closed,400,110,"50,589,532","50,589,532","219,937"
1892,Carleton Farms Landfill,,MI,28800 Clark Road,New Boston,Wayne,48164,42.09394,-83.42973,Private,1993,2060,Open,204.7,,"101,131,895","49,694,196","2,061,657"
72,BKK Landfill-Phases I & II,BKK West Covina Disposal Site,CA,2210 South Azusa Avenue,West Covina,Los Angeles,91792,34.0353,-117.913,Private,1963,1996,Closed,,,"49,245,368","49,245,368","2,456,370"
1256,"Keystone Sanitary Landfill, Inc.",,PA,249 Dunham Drive,Dunmore,Lackawanna,18512,41.427,-75.608,Private,1972,2020,Closed,396.8,,"53,528,453","47,526,030","1,836,756"
981,Seneca Meadows SWMF,,NY,1786 Salcman Road,Waterloo,Seneca,13165,42.91795,-76.84716,Private,1974,2025,Open,250.9,,"64,866,690","47,161,988","2,148,685"
1252,Tullytown LF,Tullytown Resource Recovery Facility (TRRF),PA,200 Bordentown Road,Tullytown,Bucks,19007,40.13,-74.805,Private,1988,2017,Closed,302.7,,,"46,406,477","139,253"
1716,Tower Landfill Inc.,,CO,8480 Tower Road,Commerce City,Adams,80022,39.85052,-104.77187,Private,1981,2038,Open,229.3,143,"71,934,041","44,975,247","1,864,254"
214,West Miramar SLF,,CA,5180 Convoy Street,San Diego,San Diego,92111,32.856,-117.162,Public,1983,2025,Open,477,50,"52,665,014","44,685,269","857,097"
1893,Pine Tree Acres LF Inc.,,MI,36600 29 Mile Road,Lenox,Macomb,48048,42.7649,-82.7456,Private,1987,2041,Open,238,130,"85,497,099","44,599,227","2,817,090"
931,Lockwood Regional LF,Refuse Inc - Lockwood Landfill,NV,2700 E. Mustang Road,Sparks,Storey,89434,39.494,-119.615,Private,1969,2142,Open,278,158,"318,092,721","43,302,080","1,403,591"
640,Johnson County LF,"Deffenbaugh Industries, Inc.",KS,"17955 Holiday Drive
18181 W. 53rd",Shawnee,Johnson,66217,39.04226,-94.79455,Private,1967,2043,Open,332.7,,"83,527,712","43,185,541","1,550,342"
1606,Cedar Hills Regional LF,,WA,16645 228th Avenue SE,Maple Valley,King,98038,47.442,-122.06,Public,1965,2040,Open,430.9,200,"66,150,000","42,161,783","972,922"
105,Chiquita Canyon SLF,,CA,29201 Henry Mayo Drive,Castaic,Los Angeles,91384,34.42806,-118.64661,Private,1970,2047,Open,227,100,"60,715,392","42,004,497","1,696,338"
236,Otay LF,,CA,1700 Maxwell Road,Chula Vista,San Diego,91911,32.604,-117.005,Private,1963,2028,Open,230,,"49,177,036","41,452,967","1,625,481"
2429,Lorain County Landfill I & II,,OH,"43502 Oberlin-Elyria Road
State Route 511",Oberlin,Lorain,44074,41.305,-82.175,Private,1972,2036,Open,,,"54,712,100","41,359,122","1,105,258"
1595,Atlantic Waste Disposal Inc.,Sussex County Landfill,VA,3474 Atlantic Lane,Waverly,Sussex,23890,37.06925,-77.18108,Private,1994,2079,Open,205.2,,"148,948,247","40,282,740","1,436,342"
1783,Butterfield Station Landfill,,AZ,40404 S. 99th Avenue,Mobile,Maricopa,85139,33.08,-112.2757,Private,1990,2052,Open,203,,"96,088,410","39,585,710","1,429,217"
1845,Central LF,,RI,65 Shun Pike,Johnston,Providence,02919,41.80468,-71.50216,Private,1955,2030,Open,244,150,"40,537,696","39,002,254","970,429"
128,Coyote Canyon SLF,,CA,20661 Newport Coast Drive,Newport Beach,Orange,92657,33.6267,-117.8312,Public,1963,1990,Closed,325,250,"39,000,000","38,999,999","214,093"
1479,Atascocita RDF,WMI/Atascocita LF,TX,3623 Wilson Road,Humble,Harris,77396,29.958334,-95.238334,Private,1983,2041,Open,205.5,,"61,779,198","37,827,294","1,302,991"
1187,Carbon Limestone LF,,OH,8100 South Stateline Road,Lowellville,Mahoning,44436,41.00163,-80.519,Private,1963,2052,Open,388,,"57,366,110","37,695,461","1,305,389"
681,Outer Loop RDF,Outer Loop Landfill,KY,2673 Outer Loop,Louisville,Jefferson,40219,38.13577,-85.71612,Private,1969,2070,Open,364,108,"100,589,374","36,812,118","1,133,215"
1839,Turnkey Recycling and Environmental Enterprise (TREE),Rochester LF; Turnkey Landfill,NH,90 Rochester Neck Road,Rochester,Strafford,03839,43.2448,-70.9695,Private,1979,2035,Open,209.5,,"59,569,177","36,434,328","1,466,667"
2151,Orchard Ridge RDF,Omega Hills LF; Parkview Recycling LF,WI,W124 N9355 Boundary Road,Menomonee Falls,Waukesha,53051,43.188,-88.0765,Private,1950,2028,Open,324,95,"36,806,300","35,930,370","742,324"
238,Ox Mountain SLF,Corinda Los Trancos SLF,CA,12310 San Mateo Road,Half Moon Bay,San Mateo,94019,37.499,-122.412,Private,1977,2040,Open,160,226,"41,729,278","35,309,558","1,241,683"
1509,Covel Gardens RDF,Garbage Gobbler LF,TX,8611 Covel Road,San Antonio,Bexar,78252,29.35008,-98.64631,Private,1993,2106,Open,202,,"129,899,685","35,293,256","1,080,529"
1195,American LF,,OH,7916 Chapel Street SE,Waynesburg,Stark,44688,40.72,-81.264,Private,1976,2106,Open,259.3,,"116,872,775","35,259,696","900,974"
1269,Conestoga LF,Morgantown,PA,420 Quarry Road,Morgantown,Berks,19543,40.1806,-75.9144,Private,1994,2052,Open,197,150,"39,177,762","35,187,511","1,184,987"
1071,Charlotte Motor Speedway Landfill V,CMS Landfill V,NC,5105 Morehead Road,Concord,Cabarrus,28027,35.3457,-80.6826,Private,1992,2034,Open,276,,"40,798,812","34,219,656","1,316,511"
1268,Modern LF,Modern Trash Removal LF,PA,4400 Mount Pisgah Road,York,York,17406,39.956,-76.595,Private,1949,2025,Open,230,,"37,301,113","34,181,239","1,131,122"
274,Scholl Canyon SLF,,CA,3001 Scholl Canyon Road,Glendale,Los Angeles,91206,34.15188,-118.19673,Public,1961,2035,Open,211,300,,"33,842,366","532,737"
1820,Tessman Road Landfill,BFI - Tessman Road Landfill,TX,7000 I-10 East,San Antonio,Bexar,78219,29.435834,-98.339168,Private,1982,2060,Open,260.2,113,"79,930,520","33,483,064","1,330,436"
1330,South Shelby Landfill,Holmes Road Landfill,TN,5494 Malone Road,Memphis,Shelby,38118,34.99809,-89.9189,Private,1981,2051,Open,316.4,,"53,078,559","33,221,124","498,321"
420,Orange County SLF,,FL,12100 Young Pine Road,Orlando,Orange,32829,28.481,-81.2083,Public,1972,2088,Open,717.4,,"64,559,937","32,954,638","990,732"
1899,Orchard Hills Landfill Inc.,"Davis Junction LF; Ogle County-Davis Junction; Rockford; Veolia ES Orchard Hills Landfill, Inc.",IL,8290 N. IL Highway 251,Davis Junction,Ogle,61020,42.14322,-89.0769,Private,1998,2025,Open,161.5,,"41,537,551","32,515,162","2,247,724"
419,Okeechobee LF,Berman Road LF,FL,10800 NE 128th Avenue,Okeechobee,Okeechobee,34972,27.34104,-80.6966,Private,1981,2087,Open,187.6,,"241,553,464","32,465,910","2,361,928"
225,"Newby Island SLF Phases I, II, & III",NISL,CA,1601 Dixon Landing Road,Milpitas,Santa Clara,95035,37.45897,-121.94108,Private,1930,2033,Open,235,,"55,759,544","32,026,031","1,729,619"
265,Kiefer LF,Sacramento County LF,CA,12701 Kiefer Boulevard & Grant Line Road,Sloughhouse,Sacramento,95683,38.52099,-121.1989,Public,1967,2064,Open,295,,"117,420,098","31,475,089","917,928"
402,Medley Landfill,,FL,9350 NW 89th Avenue,Medley,Miami-Dade,33178,25.8586,-80.3508,Private,1980,2030,Open,144.7,,"38,135,002","31,324,725","1,263,223"
287,Sycamore SLF,,CA,8514 Mast Boulevard,Santee,San Diego,92071,32.8496,-117.02667,Private,1962,2091,Open,153,213,"41,611,821","31,236,808","1,075,381"
279,Simi Valley LF,,CA,2801 N. Madera Road,Simi Valley,Ventura,93065,34.29454,-118.79544,Private,1970,2063,Open,143.7,,"138,635,608","31,173,241","2,150,580"
2071,King George Landfill Inc.,,VA,10376 Bullock Drive,King George,King George,22485,38.26964,-77.30596,Public,1996,2040,Open,204.8,,"55,916,748","31,120,393","1,801,191"
474,CID Recycling and Disposal Facility,CID #1-4 (4 LFs),IL,13707 S. Jeffery Avenue,Chicago,Cook,60633,41.655,-87.578,Private,1966,2007,Closed,272,,"31,065,973","31,065,972","37,000"
1415,Middle Point Landfill,,TN,750 East Jefferson Pike,Murfreesboro,Rutherford,37130,35.94083,-86.35837,Private,1988,2028,Open,172.4,,"41,276,585","29,928,464","963,086"
2162,"Operating Industries, Inc. LF (OII)",Monterey Park Landfill,CA,"900 Potrero Grande Drive
End of Greenwood Avenue",Monterey Park,Los Angeles,91754,34.031,-118.108,Private,1948,1984,Closed,190,,,"29,920,000","613,000"
516,Milam Recycling and Disposal Facility,,IL,601 Madison Road,East St. Louis,St. Clair,62201,38.6547,-90.1302,Private,1965,2034,Open,185,,"40,550,641","29,903,905","808,056"
567,Twin Bridges RDF,Danville LF; Danville RDF,IN,124 Twin Bridges Road,Danville,Hendricks,46122,39.75,-86.5,Private,1973,2039,Open,173.4,124,"47,996,636","28,621,989","761,276"
1874,Roxana LF,Cahokia Road Sanitary Landfill/Laidlaw Waste Systems Incorp.,IL,4600 Cahokia Creek Road,Edwardsville,Madison,62025,38.8274,-90.0125,Private,1975,2049,Open,133.5,138,"58,479,108","28,399,509","1,231,746"
11120,Forward Landfill,Forward Inc. Landfill,CA,9999 S. Austin Road,Manteca,San Joaquin,95336,37.874624,-121.1833,Private,1973,2042,Open,157,,"32,882,079","27,940,598","911,265"
87,Calabasas SLF,,CA,5300 Lost Hills Road,Agoura Hills,Los Angeles,91301,34.14862,-118.70953,Public,1961,2040,Open,315.1,120,"30,930,000","27,820,084","646,001"
1883,Ottawa County Farms Landfill,,MI,15550 68th Avenue,Coopersville,Ottawa,49404,43.0502,-85.95682,Private,1982,2065,Open,160.5,87,"65,589,451","27,724,971","875,290"
309,Vasco Road SLF,,CA,4001 North Vasco Road,Livermore,Alameda,94550,37.75333,-121.72333,Private,1962,2030,Open,204.2,,"29,915,008","27,697,167","629,390"
963,HMDC 1-C LF,HMDC 1-E LF; MSLA 1-C LF,NJ,,Kearny,Hudson,,,,Public,1950,1987,Closed,,,,"26,994,601","1,350,000"
1467,Arlington LF,City of Arlington LF,TX,800 Mosier Valley Road,Euless,Tarrant,76040,32.8,-97.108334,Public,1965,2062,Open,248.5,60,"28,547,930","26,760,100","999,762"
1576,Shoosmith SLF,Virginia Waste Services Sanitary Landfill,VA,11800 Lewis Road,Chester,Chesterfield,23831,37.3512,-77.4956,Private,1976,2070,Open,164,,"36,774,894","26,155,423","978,602"
1456,Skyline LF,,TX,1201 N. Central,Ferris,Dallas,75125,32.549,-96.68,Private,1950,2042,Open,223.4,,"68,016,426","25,930,783","1,588,377"
1175,Franklin County SLF,,OH,3851 London-Groveport Road SR-665,Grove City,Franklin,43123,39.84186,-83.10904,Public,1985,2062,Open,164.5,165,"96,748,841","25,610,176","1,236,050"
1681,Metro RDF,,WI,10712 South 124th Street,Franklin,Milwaukee,53132,42.84951,-88.065,Private,1951,2032,Open,155,,"36,432,221","25,557,633","805,492"
1196,Countywide Recycling & Disposal LF,,OH,"3619 Gracemont Street, S.W.",East Sparta,Stark,44626,40.66683,-81.42369,Private,1991,2113,Open,174.8,,"72,068,769","24,782,837","450,500"
1497,Seabreeze Environmental Landfill,Brazoria County Disposal LF,TX,10310 FM 523,Angleton,Brazoria,77515,29.090834,-95.36,Private,1974,2037,Open,217.4,30,"48,694,734","24,649,546","974,589"
1288,Greentree Landfill,Kersey; BFI Greentree,PA,635 Toby Road,Kersey,Elk,15846,41.2953,-78.6469,Private,1986,2053,Open,204.6,,"59,784,189","24,402,801","533,421"
1895,Forest Lawn Landfill,,MI,8230 W. Forest Lawn Road,Three Oaks,Berrien,49128,41.775745,-86.654144,Private,1970,2017,Closed,190.7,78,"24,456,541","24,371,451","10,340"
972,High Acres LF and Recycling Center,High Acres LF,NY,425 Perinton Parkway,Fairport,Monroe,14450,43.08695,-77.37943,Private,1972,2053,Open,187.5,129,"70,539,073","24,338,458","1,145,591"
11621,J.E.D. Solid Waste Management Facility,Oak Hammock Disposal; Omni Landfill; J.E.D. Landfill,FL,1501 Omni Way,St. Cloud,Osceola,34773,28.064,-81.098,Private,2004,2056,Open,100,,"83,003,742","24,292,755","1,762,733"
1780,Palos Verdes Landfill,,CA,25680 Hawthorne Boulevard,Rolling Hills Estates,Los Angeles,90274,33.79189,-118.35243,Public,1952,1980,Closed,29.9,,,"24,048,240","1,385,091"
1939,South Side Landfill Inc.,South Side LFG Recovery Project,IN,2561 Kentucky Avenue,Indianapolis,Marion,46221,39.72794,-86.20847,Private,1971,2039,Open,255.5,,"51,050,160","23,957,886","1,209,611"
1855,Sauk Trail Hills Landfill,Canton Landfill; Sauk Trail Hills Development,MI,5011 South Lilley Road,Canton,Wayne,48188,42.2744,-83.4563,Private,1975,2033,Open,147,133,"35,920,234","23,862,571","753,468"
338,Mid-Valley Sanitary LF,Fontana Refuse Disposal Site,CA,2390 N. Alder Avenue,Rialto,San Bernardino,92377,34.14333,-117.43,Public,1958,2045,Open,409,150,"74,468,246","23,789,083","1,257,459"
1254,Alliance SLF,"Empire SLF, Dominion Landfill",PA,398 South Keyser Avenue,Taylor,Lackawanna,18517,41.398,-75.735,Private,1987,2064,Open,193.5,,"49,078,436","23,575,187","517,982"
1812,Blue Ridge LF,,TX,2200 FM 521,Fresno,Fort Bend,77545,29.5559,-95.4419,Private,1993,2110,Open,239,,"25,513,290","23,494,698","994,153"
2289,River Birch Landfill,,LA,2000 South Kenner Avenue,Avondale,Jefferson,70094,29.932,-90.258,Private,1999,2045,Open,207.5,,"50,494,500","23,412,942","1,320,550"
832,Champ Landfill,North SLF; Fred Weber SLF; IESI Champ Landfill,MO,2305 Creve Coeur Mill Road,Maryland Heights,St. Louis,63043,38.743,-90.46,Private,1974,2086,Open,110.5,,"94,181,437","23,376,463","971,277"
1278,Imperial Sanitary Landfill,,PA,11 Boggs Road,Imperial,Allegheny,15126,40.43512,-80.29125,Private,1973,2044,Open,377.9,,"39,259,959","23,317,918","529,785"
2323,Winnebago Landfill,Pagel Landfill; Pagel Pit,IL,8403 Lindenwood Road,Rockford,Winnebago,61109,42.1597,-89.0554,Private,1972,2037,Open,,,"44,201,408","23,175,993","3,087,372"
2303,Pine Bluff Landfill,,GA,13809 East Cherokee Drive,Ball Ground,Cherokee,30107,34.273,-84.387,Private,1990,2065,Open,134.3,,"81,571,211","23,150,884","1,039,707"
1885,Riverview Land Preserve,,MI,20863 Grange Road,Riverview,Wayne,48193,42.15621,-83.21208,Public,1968,2031,Open,211.3,120,"39,006,679","22,996,089","779,000"
1464,Austin Community RDF,,TX,"9900 Giles Road
off East 290",Austin,Travis,78754,30.34522,-97.61395,Private,1981,2025,Open,184,94,"28,568,616","22,963,487","943,983"
1928,Palmetto Landfill,,SC,360 New Hope Road,Wellford,Spartanburg,29385,34.9348,-82.0761,Private,1979,2016,Closed,196,88,,"22,938,750","87,748"
251,Prima Deshecha SLF,,CA,32250 La Pata Avenue,San Juan Capistrano,Orange,92675,33.48654,-117.62491,Public,1976,2067,Open,240,210,"119,092,732","22,937,635","606,514"
1725,Foothills Landfill,Jeffco II / RPS,CO,8900 Highway 93,Golden,Jefferson,80403,39.849,-105.226,Private,1986,2045,Open,177,105,"36,701,610","22,751,719","528,300"
2266,Pine Ridge Landfill,Pine Ridge Recycling,GA,105 Bailey Jester Road,Griffin,Butts,30223,33.240017,-84.118684,Private,1997,2046,Open,148,,"37,266,389","22,646,967","943,835"
1770,Los Reales Landfill,,AZ,5300 E. Los Reales Road,Tucson,Pima,85756,32.1192,-110.88,Public,1967,2089,Open,222.6,,"26,163,223","22,608,148","710,935"
2336,"Sampson County Disposal, LLC",,NC,7434 Roseboro Highway,Roseboro,Sampson,28382,34.982,-78.457,Private,2000,2041,Open,134.4,,"44,356,712","22,545,363","1,704,122"
1689,Pheasant Run Recycling and Disposal Facility,Pheasant Run Recycling LF & Northeast Expansion,WI,19414 60th Street,Bristol,Kenosha,53104,42.58275,-88.04383,Private,1967,2073,Open,181.7,,"30,815,795","22,507,430","203,045"
484,Mallard Lake LF,,IL,26 W. 580 Schick Road,Hanover Park,DuPage,60133,41.9525,-88.1442,Public,1975,1999,Closed,230,35,"22,433,253","22,433,253","142,217"
494,Zion Landfill,"Winthrop Harbor Landfill; Waukegan Landfill; Veolia ES Zion Landfill, Inc.",IL,701 Green Bay Road,Zion,Lake,60099,42.48483,-87.88497,Private,1975,2027,Open,175,100,"32,125,498","22,421,189","600,495"
1808,Coastal Plains RDF,,TX,"21000 E Highway 6
1 mile E of county line, BTWN FM 517 & Hwy 6",Alvin,Galveston,77511,29.424167,-95.190834,Private,1986,2038,Open,139.7,103,"23,791,470","22,370,865","579,567"
1489,Sunset Farms Landfill,,TX,9912 Giles Road,Austin,Travis,78754,30.335,-97.625,Private,1982,2015,Closed,257.8,81,"26,630,028","22,281,720","643,566"
1306,"Adams Sanitation Company, Inc. Landfill",Adsco,PA,355 Clouser Road,Hanover,Adams,17331,39.7265,-77.0365,Private,1970,1993,Closed,108,,,"22,078,368","919,932"
820,Pine Bend Landfill,Pine Bend Sanitary Landfill (PBSL),MN,2495 East 117th Street,Inver Grove Heights,Dakota,55077,44.77917,-93.05711,Private,1971,2022,Open,187.4,96,"22,636,200","22,013,015","449,512"
1938,Liberty Landfill,,IN,"8635 E. State Road 16
~2 miles east of Buffalo",Monticello,White,47960,40.886,-86.7,Private,1982,2028,Open,118.6,,"36,620,815","21,905,462","1,417,239"
2268,Oak Grove Landfill,Speedway-SR 324 Site I,GA,"967 Carl Bethlehem Road
3 mi SW of Winder, off SR 324",Winder,Barrow,30680,33.9659,-83.7728,Private,1978,2034,Open,,120,"27,546,098","21,833,937","499,243"
2347,El Coqui Landfill,Humacao Landfill,PR,"Road 3 Int 923, km 1.7, Bo. Buena Vista",Humacao,Humacao,00791,18.13192,-65.808347,Private,1973,2080,Open,113.9,138,"48,449,881","21,614,288","580,625"
380,Brevard County Central Disposal Facility,Central Disposal/ Emergency LF,FL,2250 W. Adamson Road,Cocoa,Brevard,32926,28.3971,-80.8296,Public,1972,2020,Closed,198,110,"22,777,328","21,448,507","949,602"
1897,Vienna Junction Landfill,Vienna Junction Industrial Park Landfill,MI,6233 Hagman Road,Erie,Monroe,48133,41.7329,-83.50908,Private,1972,2029,Open,140.2,,"24,431,605","21,442,069","547,298"
1255,Grand Central SLF,,PA,1963 Pen Argyl Road,Pen Argyl,Northampton,18072,40.8581,-75.2619,Private,1980,2028,Open,152.3,78,"23,579,638","21,393,026","637,608"
993,Modern Landfill Inc,,NY,1445 Pletcher Road,Youngstown,Niagara,14174,43.210708,-78.978997,Private,1983,2038,Open,139,,"29,326,500","21,379,511","900,154"
337,Mission Hills,Mission Hills (Canyons 4-8); Mountaingate Project,CA,12445 Mountaingate Drive,Los Angeles,Los Angeles,90049,34.1073,-118.4876,Private,1960,1976,Closed,,200,,"21,310,000",0
1786,Northwest Regional MSW Landfill,,AZ,19401 W. Deer Valley Road,Surprise,Maricopa,85387,33.678,-112.481,Private,1983,2114,Open,133.3,127,"149,489,019","21,250,933","1,133,749"
405,Trail Ridge Landfill Inc.,Trail Ridge LF,FL,5110 U.S. Highway 301 S,Baldwin,Duval,32234,30.2246,-82.0447,Public,1992,2083,Open,148,135,"89,656,690","21,244,408","837,395"
1480,Camelot Landfill,City of Farmers Branch LF,TX,580 Huffines Boulevard,Lewisville,Denton,75056,33.029167,-96.951,Public,1980,2036,Open,178.9,,"50,389,024","21,185,751","1,016,375"
1854,Richland County Landfill,Screaming Eagle LF,SC,1047 Highway Church Road,Elgin,Richland,29045,34.1042,-80.782,Private,1972,2043,Open,145.3,,"48,339,934","21,151,184","982,448"
184,Keller Canyon LF,,CA,901 Bailey Road,Pittsburg,Contra Costa,94565,38.00472,-121.93611,Private,1992,2074,Open,103.5,191,"74,562,762","21,057,754","1,121,992"
554,National Serv-All LF,MacBeth Road Landfill,IN,6231 MacBeth Road,Fort Wayne,Allen,46809,41.03109,-85.21634,Private,1966,2058,Open,272.4,,"35,943,069","21,008,766","755,885"
1227,East Oak SLF,Mosley Road LF,OK,3201 Mosley Road,Oklahoma City,Oklahoma,73141,35.50373,-97.41513,Private,1973,2039,Open,165,,"22,268,205","20,993,621","464,408"
624,Metro Park East Landfill,Metro Methane Recovery Facility,IA,"12181 University Avenue NE
12161 12th Avenue NE",Mitchellville,Polk,50169,41.600722,-93.345265,Public,1972,2057,Open,268.1,120,"62,610,716","20,521,807","736,060"
2444,King and Queen Landfill,,VA,1000 Iris Road,Little Plymouth,King and Queen,23091,37.665,-76.77,Public,1993,2044,Open,160,,"62,110,631","20,073,484","683,464"
2094,"Lee County LF, LLC",,SC,1431 Sumter Highway,Bishopville,Lee,29010,34.18,-80.2725,Private,1994,2053,Open,141.8,134,"38,541,052","20,061,144","509,267"
2324,Lee County Landfill,Dixon / GROP Landfill No. 2; City of Dixon Landfill,IL,"1214 South Bataan Road
1279 North Bataan Road",Dixon,Lee,61021,41.731,-89.395,Private,1981,2275,Open,,,"49,020,450","20,060,052","197,569"
716,Woodside SLF & Recycling Center,Livingston Parish LF,LA,29340 Woodside Drive,Walker,Livingston,70785,30.48846,-90.82688,Private,1987,2053,Open,108.6,,"43,406,439","20,033,175","847,848"
1597,SPSA Regional LF,Suffolk Regional LF,VA,1 Bob Foeller Drive,Suffolk,Suffolk city,23434,36.759,-76.522,Public,1985,,Open,,162,,"20,000,000","104,603"
947,Monmouth County Reclamation Center,"Monmouth County LF - Phases I, II and III",NJ,6000 Asbury Avenue,Tinton Falls,Monmouth,07753,40.245,-74.115,Public,1976,2020,Closed,292.6,,"32,872,185","19,981,437","409,404"
1346,Chestnut Ridge LF,,TN,140 Fleenor Mill Road,Heiskell,Anderson,37754,36.115,-84.038,Private,1980,2063,Open,115.7,,"37,476,381","19,955,286","413,676"
951,Ocean County LF,,NJ,2498 Route 70,Manchester,Ocean,08759,40.025,-74.255,Private,1973,2025,Open,261.8,,"22,831,793","19,794,203","557,915"
1280,Monroeville LF,Chambers LF,PA,600 Thomas Street Extension,Monroeville,Allegheny,15146,40.405,-79.79,Private,1945,2043,Open,141.7,,"24,628,785","19,759,441","469,323"
491,Settler's Hill Recycling & Disposal Facility,Midway Landfill,IL,1031 E. Fabyan Parkway,Batavia,Kane,60510,41.86965,-88.28543,Public,1968,2006,Closed,288,,,"19,560,637","1,047,698"
250,Potrero Hills SLF,,CA,3675 Potrero Hills Lane,Suisun City,Solano,94585,38.22333,-121.97778,Private,1986,2057,Open,148,,,"19,508,129","1,177,598"
404,South Dade Solid Waste Disposal Facility,Miami-Dade County Landfill South,FL,23707 SW 97th Avenue,Homestead,Miami-Dade,33032,25.5445,-80.3477,Public,1979,2029,Open,50,,"21,184,000","19,341,990","412,721"
